position_id,symbol,entry_time,exit_time,entry_price,exit_price,profit,adverse
442603271,DE30,2026-07-23 08:08:07,2026-07-23 11:41:48,25020.500000000004,24941.100000000002,-0.9,"{'adverse_buy': np.float64(-87.00000000000364), 'adverse_sell': np.float64(56.59999999999491)}"
442349453,USDCHF,2026-07-22 19:58:20,2026-07-22 23:24:17,0.81452,0.81439,0.16,"{'adverse_buy': np.float64(-0.00031999999999998696), 'adverse_sell': np.float64(0.00021999999999999797)}"
441979484,USOIL,2026-07-22 10:16:20,2026-07-22 10:41:51,86.997,86.686,3.11,"{'adverse_buy': np.float64(-0.6989999999999981), 'adverse_sell': np.float64(0.15399999999999636)}"
441871569,USDJPY,2026-07-22 07:30:20,2026-07-22 11:06:04,162.734,163.017,1.74,"{'adverse_buy': np.float64(-0.06499999999999773), 'adverse_sell': np.float64(0.3990000000000009)}"
441778189,USOIL,2026-07-22 02:23:40,2026-07-22 02:47:30,84.792,84.636,1.56,"{'adverse_buy': np.float64(-0.3440000000000083), 'adverse_sell': np.float64(0.03699999999999193)}"
441708254,USDJPY,2026-07-21 20:47:40,2026-07-22 00:05:54,163.204,163.174,0.18,"{'adverse_buy': np.float64(-0.09700000000000841), 'adverse_sell': np.float64(0.02400000000000091)}"
441691450,US500,2026-07-21 19:47:13,2026-07-22 00:57:57,7515.08,7512.46,0.08,"{'adverse_buy': np.float64(-8.319999999999709), 'adverse_sell': np.float64(3.9899999999997817)}"
441689349,USDCHF,2026-07-21 19:37:10,2026-07-22 00:08:19,0.8129500000000001,0.8128,0.18,"{'adverse_buy': np.float64(-0.00044000000000010697), 'adverse_sell': np.float64(7.999999999996898e-05)}"
441684987,EURUSD,2026-07-21 19:25:10,2026-07-21 20:59:58,1.1403500000000002,1.13963,-0.72,"{'adverse_buy': np.float64(-0.000720000000000276), 'adverse_sell': np.float64(6.999999999979245e-05)}"
441684988,USDCAD,2026-07-21 19:25:10,2026-07-22 00:37:22,1.41059,1.41037,0.16,"{'adverse_buy': np.float64(-0.00045999999999990493), 'adverse_sell': np.float64(0.0005500000000000504)}"
441679123,DE30,2026-07-21 19:11:10,2026-07-22 01:52:44,25054.100000000002,25111.9,-0.66,"{'adverse_buy': np.float64(-8.100000000002183), 'adverse_sell': np.float64(56.599999999998545)}"
