timestamp,symbol,action,price,sl,tp,quantity,comment
2026-08-12T01:49:32.251734,XAUUSD,BUY,4374.99,4372.2796,4399.074,0.01,ALPHAEDGE_TRADE
2026-08-12T01:49:32.949701,ETHUSD,SELL,1879.005,1885.43094,1868.277,0.1,ALPHAEDGE_TRADE
2026-08-12T01:49:33.633233,US Oil,SELL,82.344,82.50012000000001,81.568,1.0,ALPHAEDGE_TRADE
2026-08-12T01:54:32.224081,XAUUSD,BUY,4374.72,4368.3628,4398.912,0.01,ALPHAEDGE_TRADE
2026-08-12T01:54:32.903307,ETHUSD,SELL,1881.205,1885.43094,1869.597,0.1,ALPHAEDGE_TRADE
2026-08-12T01:54:33.578283,US Oil,SELL,82.335,82.50012000000001,81.56259999999999,1.0,ALPHAEDGE_TRADE
2026-08-12T01:59:32.394707,ETHUSD,SELL,1881.345,1885.43094,1869.681,0.1,ALPHAEDGE_TRADE
2026-08-12T01:59:33.084012,XAUUSD,BUY,4369.08,4364.4562,4395.528,0.01,ALPHAEDGE_TRADE
2026-08-12T02:04:32.274708,ETHUSD,SELL,1879.115,1882.97034,1868.343,0.1,ALPHAEDGE_TRADE
2026-08-12T02:04:32.974947,US Oil,SELL,82.373,82.51992,81.5854,1.0,ALPHAEDGE_TRADE
2026-08-12T02:04:33.663236,XAUUSD,BUY,4364.71,4362.1336,4392.906,0.01,ALPHAEDGE_TRADE
2026-08-12T02:11:25.122924,XAUUSD,BUY,4365.23,4359.9588,4393.218,0.01,ALPHAEDGE_TRADE
2026-08-12T02:11:25.828166,ETHUSD,SELL,1878.895,1882.98714,1868.211,0.1,ALPHAEDGE_TRADE
2026-08-12T02:11:26.532346,US Oil,SELL,82.391,82.51992,81.5962,1.0,ALPHAEDGE_TRADE
2026-08-12T02:16:25.638338,XAUUSD,BUY,4367.37,4359.9584,4394.5019999999995,0.01,ALPHAEDGE_TRADE
2026-08-12T02:16:26.442150,US Oil,SELL,82.348,82.51992,81.57039999999999,1.0,ALPHAEDGE_TRADE
2026-08-12T02:16:27.183119,ETHUSD,SELL,1878.545,1882.98714,1868.001,0.1,ALPHAEDGE_TRADE
2026-08-12T02:25:48.189102,XAUUSD,BUY,4370.36,4359.8622000000005,4396.295999999999,0.01,ALPHAEDGE_TRADE
2026-08-12T02:25:48.874662,US Oil,SELL,82.363,82.51992,81.57939999999999,1.0,ALPHAEDGE_TRADE
2026-08-12T02:25:49.563211,ETHUSD,SELL,1879.335,1882.99114,1868.475,0.1,ALPHAEDGE_TRADE
2026-08-12T12:59:49.547923,AUDUSD,SELL,0.70639,0.7068738000000001,0.705858,0.01,ALPHAEDGE_TRADE
2026-08-12T12:59:50.351436,GBPJPY,BUY,215.054,214.89714,215.24764999999996,0.01,ALPHAEDGE_TRADE
2026-08-12T12:59:51.146498,EURJPY,BUY,183.6,183.49496,183.8478,0.01,ALPHAEDGE_TRADE
2026-08-12T12:59:52.309687,ETHUSD,SELL,1904.445,1910.10142,1883.541,0.1,ALPHAEDGE_TRADE
2026-08-12T12:59:53.085984,USDJPY,BUY,159.154,158.97593999999998,159.35015,0.01,ALPHAEDGE_TRADE
2026-08-12T12:59:53.825962,USDCAD,SELL,1.39362,1.3938998,1.392776,0.01,ALPHAEDGE_TRADE
2026-08-12T12:59:54.536670,USDCHF,SELL,0.81252,0.8128044000000001,0.811432,0.01,ALPHAEDGE_TRADE
2026-08-12T12:59:55.289316,BTCUSD,SELL,64075.084,64110.50712,63729.2104,0.01,ALPHAEDGE_TRADE
2026-08-12T12:59:56.038815,US Oil,BUY,81.862,81.26364,82.5841,1.0,ALPHAEDGE_TRADE
2026-08-12T13:04:52.902463,EURJPY,BUY,183.671,183.5634,183.8398,0.01,ALPHAEDGE_TRADE
2026-08-12T13:04:53.681910,USDCAD,SELL,1.39344,1.3937302,1.392668,0.01,ALPHAEDGE_TRADE
2026-08-12T13:04:54.474033,BTCUSD,SELL,64110.741,64223.100360000004,63750.6046,0.01,ALPHAEDGE_TRADE
2026-08-12T13:04:55.215452,NZDUSD,BUY,0.58584,0.5854202000000001,0.587004,0.01,ALPHAEDGE_TRADE
2026-08-12T13:04:55.943506,ETHUSD,SELL,1909.715,1916.0874800000001,1886.703,0.1,ALPHAEDGE_TRADE
2026-08-12T13:04:56.777857,US Oil,BUY,81.986,81.77858,82.6212,1.0,ALPHAEDGE_TRADE
2026-08-12T13:04:57.500480,USDJPY,BUY,159.2,159.12098,159.34805,0.01,ALPHAEDGE_TRADE
2026-08-12T19:23:19.818913,USOILm,SELL,82.185,82.50992857142857,81.53514285714286,0.15,ALPHAEDGE_TRADE
2026-08-13T08:07:24.603718,ETHUSDm,SELL,1894.37,1897.9782142857143,1887.153571428571,13.93,ALPHAEDGE_TRADE
2026-08-13T14:28:05.455632,BTCUSDm,BUY,63389.12,63243.956071428576,63720.938,0.35,LIQUIDITY_SWEEP
2026-08-13T15:18:36.669009,EURUSDm,BUY,1.15305,1.1526817857142857,1.1537864285714283,1.37,CORE_SYSTEM
2026-08-13T15:33:35.621493,EURUSDm,BUY,1.15272,1.1521764285714287,1.1538071428571426,0.92,CORE_SYSTEM
2026-08-13T16:37:23.246896,EURUSDm,BUY,1.15305,1.151087857142857,1.1569742857142855,0.26,CORE_SYSTEM
2026-08-13T16:42:24.079905,XAUUSDm,SELL,4377.209,4393.321028571429,4344.984942857141,0.03,BREAKOUT
2026-08-13T18:17:26.818774,USOILm,SELL,81.401,81.8340357142857,80.1854,0.12,LIQUIDITY_SWEEP
2026-08-13T18:17:27.362251,US30m,BUY,53776.4,53609.15,54110.9,0.31,CORE_SYSTEM
2026-08-13T19:11:14.128346,XAUUSDm,BUY,4359.443,4313.642285714286,4451.044428571428,0.01,CORE_SYSTEM
2026-08-13T19:56:14.970032,AUDJPYm,SELL,112.586,112.76635714285715,112.2252857142857,0.45,CORE_SYSTEM
2026-08-13T21:41:20.261154,US30m,SELL,53842.5,53895.607142857145,53729.64,0.96,LIQUIDITY_SWEEP
2026-08-13T23:51:21.943907,US30m,SELL,53902.5,53944.41071428572,53808.24,1.19,LIQUIDITY_SWEEP
2026-08-14T10:00:34.274743,EURUSDm,BUY,1.15261,1.1514935714285714,1.1548428571428568,0.48,CORE_SYSTEM
2026-08-14T10:00:34.859081,GBPUSDm,BUY,1.34856,1.3470678571428572,1.3515442857142856,0.36,CORE_SYSTEM
2026-08-14T10:50:57.952979,XAGUSDm,SELL,64.623,64.90360714285714,63.951,0.04,LIQUIDITY_SWEEP
2026-08-14T10:51:04.122592,XAUUSDm,BUY,4343.103,4324.801078571429,4379.706842857143,0.03,BREAKOUT
2026-08-14T11:00:57.998219,XAUUSDm,SELL,4347.073,4357.264857142857,4325.3602,0.06,LIQUIDITY_SWEEP
