time,ticket,order,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id
2026-05-30 09:51:33,359310498,414755981,1780134693357,0,0,0,414755981,1,0.01,73485.98,-0.04,0.0,0.0,0.0,BTCUSD,,
2026-05-30 16:54:38,359349584,414805758,1780160078107,1,1,0,414755981,1,0.01,73826.22,0.0,0.0,3.4,0.0,BTCUSD,,
2026-06-01 16:42:17,359901305,415407552,1780332137023,0,0,0,415407552,1,0.1,4469.1669999999995,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-01 18:30:40,359958488,0,1780338640884,1,1,0,415407552,4,0.1,4485.713,0.0,0.0,165.46,0.0,XAUUSD,[sl 4485.71300],proactive
2026-06-01 18:31:45,359959263,415472293,1780338705448,0,0,0,415472293,1,0.1,4485.07,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-01 19:31:48,359975291,0,1780342308063,1,1,0,415472293,4,0.1,4483.984,0.0,0.0,-10.86,0.0,XAUUSD,[sl 4483.98400],proactive
2026-06-01 19:50:53,359981880,0,1780343453491,1,1,0,412249328,4,0.1,4481.557,0.0,0.0,-898.81,0.0,XAUUSD,[sl 4481.55700],proactive
2026-06-03 17:39:37,361005463,416686292,1780508377550,0,0,0,416686292,1,0.1,4439.792,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:39:39,361005470,416686299,1780508379905,0,0,0,416686299,1,0.1,4440.106000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:39:43,361005479,416686307,1780508383175,0,0,0,416686307,1,0.1,4440.061000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:39:43,361005480,416686308,1780508383795,0,0,0,416686308,1,0.1,4440.061000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:42:04,361006637,416687550,1780508524656,1,1,0,416686308,1,0.1,4440.775000000001,0.0,0.0,7.14,0.0,XAUUSD,,
2026-06-03 17:42:07,361006662,416687577,1780508527878,1,1,0,416686307,1,0.1,4441.157,0.0,0.0,10.96,0.0,XAUUSD,,
2026-06-03 17:42:10,361006679,416687593,1780508530888,1,1,0,416686299,1,0.1,4440.9580000000005,0.0,0.0,8.52,0.0,XAUUSD,,
2026-06-03 17:42:52,361006931,416687853,1780508572522,0,0,0,416687853,1,0.1,4440.950000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:42:52,361006933,416687855,1780508572734,0,0,0,416687855,1,0.1,4441.1900000000005,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:42:52,361006934,416687857,1780508572942,0,0,0,416687857,1,0.1,4441.049000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:44:25,361007494,416688465,1780508665150,0,0,0,416688465,1,0.1,4440.612,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:44:25,361007495,416688467,1780508665675,0,0,0,416688467,1,0.1,4440.612,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:44:26,361007496,416688470,1780508666321,0,0,0,416688470,1,0.1,4440.571000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:44:26,361007497,416688471,1780508666323,0,0,0,416688471,1,0.1,4440.571000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:46:22,361008298,416689350,1780508782955,0,0,0,416689350,1,0.1,4440.240000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:46:24,361008303,416689356,1780508784188,0,0,0,416689356,1,0.1,4440.259,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:46:32,361008405,416689459,1780508792367,0,0,0,416689459,1,0.1,4439.900000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:46:32,361008408,416689463,1780508792839,0,0,0,416689463,1,0.1,4439.900000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:46:33,361008410,416689465,1780508793265,0,0,0,416689465,1,0.1,4439.900000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:46:33,361008417,416689472,1780508793661,0,0,0,416689472,1,0.1,4439.830000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:46:43,361008477,416689530,1780508803099,0,0,0,416689530,1,0.1,4439.655000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:46:43,361008480,416689536,1780508803454,0,0,0,416689536,1,0.1,4439.881,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:46:43,361008491,416689543,1780508803998,0,0,0,416689543,1,0.1,4439.2970000000005,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:46:44,361008499,416689553,1780508804872,0,0,0,416689553,1,0.1,4439.575000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:46:45,361008503,416689558,1780508805695,0,0,0,416689558,1,0.1,4439.575000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:51:50,361010468,416691672,1780509110885,0,0,0,416691672,1,0.1,4439.728,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:51:51,361010470,416691676,1780509111817,0,0,0,416691676,1,0.1,4439.353,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:51:52,361010472,416691678,1780509112585,0,0,0,416691678,1,0.1,4439.353,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:51:53,361010475,416691682,1780509113000,0,0,0,416691682,1,0.1,4439.314,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:51:53,361010477,416691683,1780509113414,0,0,0,416691683,1,0.1,4439.314,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:51:54,361010481,416691689,1780509114769,0,0,0,416691689,1,0.1,4439.343000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:51:55,361010484,416691692,1780509115403,0,0,0,416691692,1,0.1,4439.343000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:51:55,361010485,416691693,1780509115469,0,0,0,416691693,1,0.1,4439.343000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 17:51:56,361010510,416691720,1780509116281,0,0,0,416691720,1,0.1,4439.184,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 18:06:09,361015471,416697487,1780509969583,0,0,0,416697487,1,0.1,4439.544000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 18:06:09,361015472,416697488,1780509969625,0,0,0,416697488,1,0.1,4439.544000000001,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 18:06:09,361015473,416697490,1780509969916,0,0,0,416697490,1,0.1,4439.247,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 18:06:10,361015476,416697492,1780509970714,0,0,0,416697492,1,0.1,4439.247,-0.7,0.0,0.0,0.0,XAUUSD,,
2026-06-03 18:06:10,361015477,416697493,1780509970717,0,0,0,416697493,1,0.1,4439.247,-0.7,0.0,0.0,0.0,XAUUSD,,
